realization,acc_ratio,energy
1,0.36,-56000
1,0.36,-56000
1,0.33,-56000
1,0.33,-56000
1,0.28,-56000
1,0.27,-56000
1,0.26,-56000
1,0.3,-56000
1,0.32,-56000
1,0.36,-56000
1,0.37,-56000
1,0.38,-56000
1,0.23,-56000
1,0.3,-56000
1,0.31,-56000
1,0.27,-56000
1,0.29,-56000
1,0.32,-56000
1,0.34,-56000
1,0.26,-56000
1,0.3,-56000
1,0.23,-56000
1,0.27,-56000
1,0.3,-56000
1,0.3,-56000
1,0.32,-56000
1,0.29,-56000
1,0.28,-56000
1,0.34,-56000
1,0.33,-56000
1,0.37,-56000
1,0.31,-56000
1,0.37,-56000
1,0.31,-56000
1,0.29,-56000
1,0.29,-56000
1,0.31,-56000
1,0.31,-56000
1,0.32,-56000
1,0.35,-56000
1,0.35,-56000
1,0.28,-56000
1,0.32,-56000
1,0.37,-56000
1,0.25,-56000
1,0.25,-56000
1,0.19,-56000
1,0.33,-56000
1,0.34,-56000
1,0.32,-56000
1,0.29,-56000
1,0.29,-56000
1,0.31,-56000
1,0.32,-56000
1,0.31,-56000
1,0.44,-56000
1,0.35,-56000
1,0.34,-56000
1,0.29,-56000
1,0.23,-56000
1,0.3,-56000
1,0.3,-56000
1,0.34,-56000
1,0.39,-56000
1,0.25,-56000
1,0.27,-56000
1,0.27,-56000
1,0.27,-56000
1,0.37,-56000
1,0.34,-56000
1,0.36,-56000
1,0.28,-56000
1,0.32,-56000
1,0.28,-56000
1,0.38,-56000
1,0.34,-56000
1,0.25,-56000
1,0.34,-56000
1,0.27,-56000
1,0.33,-56000
1,0.3,-56000
1,0.34,-56000
1,0.43,-56000
1,0.34,-56000
1,0.27,-56000
1,0.25,-56000
1,0.34,-56000
1,0.4,-56000
1,0.31,-56000
1,0.43,-56000
1,0.34,-56000
1,0.28,-56000
1,0.27,-56000
1,0.3,-56000
1,0.38,-56000
1,0.3,-56000
1,0.32,-56000
1,0.32,-56000
1,0.29,-56000
1,0.35,-56000
1,0.35,-56000
1,0.33,-56000
1,0.31,-56000
1,0.39,-56000
1,0.33,-56000
1,0.32,-56000
1,0.3,-56000
1,0.26,-56000
1,0.3,-56000
1,0.39,-56000
1,0.31,-56000
1,0.31,-56000
1,0.25,-56000
1,0.3,-56000
1,0.23,-56000
1,0.27,-56000
1,0.29,-56000
1,0.34,-56000
1,0.25,-56000
1,0.31,-56000
1,0.28,-56000
1,0.38,-56000
1,0.33,-56000
1,0.32,-56000
1,0.27,-56000
1,0.29,-56000
1,0.39,-56000
1,0.29,-56000
1,0.32,-56000
1,0.28,-56000
1,0.28,-56000
1,0.26,-56000
1,0.37,-56000
1,0.37,-56000
1,0.29,-56000
1,0.29,-56000
1,0.34,-56000
1,0.22,-56000
1,0.32,-56000
1,0.27,-56000
1,0.28,-56000
1,0.33,-56000
1,0.3,-56000
1,0.32,-56000
1,0.33,-56000
1,0.34,-56000
1,0.36,-56000
1,0.3,-56000
1,0.3,-56000
1,0.3,-56000
1,0.32,-56000
1,0.29,-56000
1,0.29,-56000
1,0.28,-56000
1,0.26,-56000
1,0.36,-56000
1,0.33,-56000
1,0.27,-56000
1,0.3,-56000
1,0.3,-56000
1,0.36,-56000
1,0.27,-56000
1,0.28,-56000
1,0.27,-56000
1,0.35,-56000
1,0.3,-56000
1,0.32,-56000
1,0.37,-56000
1,0.25,-56000
1,0.37,-56000
1,0.24,-56000
1,0.25,-56000
1,0.35,-56000
1,0.25,-56000
1,0.29,-56000
1,0.22,-56000
1,0.27,-56000
1,0.35,-56000
1,0.29,-56000
1,0.3,-56000
1,0.34,-56000
1,0.38,-56000
1,0.25,-56000
1,0.35,-56000
1,0.31,-56000
1,0.35,-56000
1,0.31,-56000
1,0.27,-56000
1,0.38,-56000
1,0.29,-56000
1,0.29,-56000
1,0.29,-56000
1,0.33,-56000
1,0.34,-56000
1,0.26,-56000
1,0.36,-56000
1,0.24,-56000
1,0.33,-56000
1,0.27,-56000
1,0.25,-56000
1,0.39,-56000
1,0.24,-56000
1,0.35,-56000
1,0.22,-56000
1,0.16,-56000
1,0.29,-56000
1,0.29,-56000
1,0.22,-56000
1,0.32,-56000
1,0.35,-56000
1,0.36,-56000
1,0.42,-56000
1,0.28,-56000
1,0.33,-56000
1,0.34,-56000
1,0.25,-56000
1,0.23,-56000
1,0.33,-56000
1,0.32,-56000
1,0.32,-56000
1,0.39,-56000
1,0.3,-56000
1,0.36,-56000
1,0.33,-56000
1,0.3,-56000
1,0.26,-56000
1,0.4,-56000
1,0.29,-56000
1,0.31,-56000
1,0.25,-56000
1,0.31,-56000
1,0.25,-56000
1,0.23,-56000
1,0.27,-56000
1,0.27,-56000
1,0.36,-56000
1,0.22,-56000
1,0.3,-56000
1,0.28,-56000
1,0.19,-56000
1,0.32,-56000
1,0.3,-56000
1,0.29,-56000
1,0.33,-56000
1,0.37,-56000
1,0.36,-56000
1,0.41,-56000
1,0.27,-56000
1,0.28,-56000
1,0.35,-56000
1,0.22,-56000
1,0.29,-56000
1,0.32,-56000
1,0.29,-56000
1,0.38,-56000
1,0.24,-56000
1,0.33,-56000
1,0.38,-56000
1,0.32,-56000
1,0.25,-56000
1,0.32,-56000
1,0.27,-56000
1,0.32,-56000
1,0.28,-56000
1,0.27,-56000
1,0.31,-56000
1,0.43,-56000
1,0.31,-56000
1,0.3,-56000
1,0.3,-56000
1,0.3,-56000
1,0.23,-56000
1,0.36,-56000
1,0.35,-56000
1,0.32,-56000
1,0.27,-56000
1,0.28,-56000
1,0.37,-56000
1,0.31,-56000
1,0.29,-56000
1,0.35,-56000
1,0.23,-56000
1,0.32,-56000
1,0.31,-56000
1,0.27,-56000
1,0.19,-56000
1,0.31,-56000
1,0.38,-56000
1,0.28,-56000
1,0.34,-56000
1,0.36,-56000
1,0.21,-56000
1,0.35,-56000
1,0.25,-56000
1,0.29,-56000
1,0.31,-56000
1,0.27,-56000
1,0.35,-56000
1,0.29,-56000
1,0.28,-56000
1,0.35,-56000
1,0.24,-56000
1,0.27,-56000
1,0.32,-56000
1,0.26,-56000
1,0.31,-56000
1,0.36,-56000
1,0.26,-56000
1,0.28,-56000
1,0.36,-56000
1,0.31,-56000
1,0.3,-56000
1,0.29,-56000
1,0.23,-56000
1,0.36,-56000
1,0.33,-56000
1,0.3,-56000
1,0.35,-56000
1,0.36,-56000
1,0.29,-56000
1,0.31,-56000
1,0.3,-56000
1,0.33,-56000
1,0.3,-56000
1,0.33,-56000
1,0.23,-56000
1,0.33,-56000
1,0.33,-56000
1,0.29,-56000
1,0.32,-56000
1,0.27,-56000
1,0.32,-56000
1,0.33,-56000
1,0.29,-56000
1,0.28,-56000
1,0.37,-56000
1,0.34,-56000
1,0.37,-56000
1,0.29,-56000
1,0.32,-56000
1,0.34,-56000
1,0.22,-56000
1,0.34,-56000
1,0.32,-56000
1,0.21,-56000
1,0.31,-56000
1,0.27,-56000
1,0.27,-56000
1,0.3,-56000
1,0.32,-56000
1,0.34,-56000
1,0.2,-56000
1,0.32,-56000
1,0.34,-56000
1,0.29,-56000
1,0.28,-56000
1,0.32,-56000
1,0.34,-56000
1,0.26,-56000
1,0.32,-56000
1,0.34,-56000
1,0.23,-56000
1,0.27,-56000
1,0.24,-56000
1,0.36,-56000
1,0.3,-56000
1,0.3,-56000
1,0.28,-56000
1,0.31,-56000
1,0.23,-56000
1,0.33,-56000
1,0.26,-56000
1,0.28,-56000
1,0.35,-56000
1,0.23,-56000
1,0.29,-56000
1,0.28,-56000
1,0.32,-56000
1,0.28,-56000
1,0.32,-56000
1,0.25,-56000
1,0.35,-56000
1,0.28,-56000
1,0.27,-56000
1,0.31,-56000
1,0.34,-56000
1,0.31,-56000
1,0.32,-56000
1,0.36,-56000
1,0.35,-56000
1,0.47,-56000
1,0.41,-56000
1,0.33,-56000
1,0.32,-56000
1,0.28,-56000
1,0.29,-56000
1,0.32,-56000
1,0.29,-56000
1,0.31,-56000
1,0.3,-56000
1,0.26,-56000
1,0.33,-56000
1,0.3,-56000
1,0.35,-56000
1,0.26,-56000
1,0.28,-56000
1,0.3,-56000
1,0.3,-56000
1,0.24,-56000
1,0.31,-56000
1,0.23,-56000
1,0.28,-56000
1,0.28,-56000
1,0.35,-56000
1,0.26,-56000
1,0.26,-56000
1,0.29,-56000
1,0.29,-56000
1,0.33,-56000
1,0.32,-56000
1,0.28,-56000
1,0.38,-56000
1,0.31,-56000
1,0.28,-56000
1,0.34,-56000
1,0.27,-56000
1,0.38,-56000
1,0.4,-56000
1,0.33,-56000
1,0.26,-56000
1,0.27,-56000
1,0.31,-56000
1,0.32,-56000
1,0.31,-56000
1,0.28,-56000
1,0.29,-56000
1,0.26,-56000
1,0.32,-56000
1,0.3,-56000
1,0.38,-56000
1,0.36,-56000
1,0.34,-56000
1,0.34,-56000
1,0.33,-56000
1,0.33,-56000
1,0.36,-56000
1,0.38,-56000
1,0.28,-56000
1,0.39,-56000
1,0.42,-56000
1,0.29,-56000
1,0.31,-56000
1,0.29,-56000
1,0.32,-56000
1,0.22,-56000
1,0.25,-56000
1,0.23,-56000
1,0.28,-56000
1,0.27,-56000
1,0.31,-56000
1,0.26,-56000
1,0.28,-56000
1,0.25,-56000
1,0.42,-56000
1,0.39,-56000
1,0.36,-56000
1,0.33,-56000
1,0.24,-56000
1,0.25,-56000
1,0.24,-56000
1,0.29,-56000
1,0.25,-56000
1,0.3,-56000
1,0.22,-56000
1,0.37,-56000
1,0.31,-56000
1,0.39,-56000
1,0.29,-56000
1,0.33,-56000
1,0.33,-56000
1,0.31,-56000
1,0.29,-56000
1,0.21,-56000
1,0.31,-56000
1,0.3,-56000
1,0.33,-56000
1,0.34,-56000
1,0.3,-56000
1,0.22,-56000
1,0.35,-56000
1,0.34,-56000
1,0.3,-56000
1,0.32,-56000
1,0.43,-56000
1,0.25,-56000
1,0.32,-56000
1,0.41,-56000
1,0.26,-56000
1,0.29,-56000
1,0.29,-56000
1,0.24,-56000
1,0.34,-56000
1,0.34,-56000
1,0.27,-56000
1,0.28,-56000
1,0.31,-56000
1,0.36,-56000
1,0.35,-56000
1,0.29,-56000
1,0.33,-56000
1,0.32,-56000
1,0.37,-56000
1,0.3,-56000
1,0.3,-56000
1,0.31,-56000
1,0.27,-56000
1,0.34,-56000
1,0.28,-56000
1,0.33,-56000
1,0.2,-56000
1,0.29,-56000
1,0.32,-56000
1,0.29,-56000
1,0.32,-56000
1,0.27,-56000
1,0.28,-56000
1,0.33,-56000
1,0.37,-56000
1,0.22,-56000
1,0.29,-56000
1,0.43,-56000
1,0.32,-56000
1,0.25,-56000
1,0.38,-56000
1,0.31,-56000
1,0.29,-56000
1,0.23,-56000
1,0.4,-56000
1,0.27,-56000
1,0.24,-56000
1,0.35,-56000
1,0.25,-56000
1,0.28,-56000
1,0.31,-56000
1,0.35,-56000
1,0.29,-56000
1,0.33,-56000
1,0.36,-56000
1,0.27,-56000
1,0.28,-56000
1,0.28,-56000
1,0.3,-56000
1,0.3,-56000
1,0.34,-56000
1,0.36,-56000
1,0.28,-56000
1,0.33,-56000
1,0.36,-56000
1,0.34,-56000
1,0.34,-56000
1,0.29,-56000
1,0.34,-56000
1,0.35,-56000
1,0.29,-56000
1,0.33,-56000
1,0.35,-56000
1,0.37,-56000
1,0.33,-56000
1,0.31,-56000
1,0.38,-56000
1,0.24,-56000
1,0.38,-56000
1,0.24,-56000
1,0.31,-56000
1,0.35,-56000
1,0.26,-56000
1,0.32,-56000
1,0.23,-56000
1,0.33,-56000
1,0.23,-56000
1,0.29,-56000
1,0.32,-56000
1,0.3,-56000
1,0.19,-56000
1,0.27,-56000
1,0.31,-56000
1,0.31,-56000
1,0.28,-56000
1,0.3,-56000
1,0.36,-56000
1,0.33,-56000
1,0.37,-56000
1,0.26,-56000
1,0.25,-56000
1,0.33,-56000
1,0.3,-56000
1,0.31,-56000
1,0.33,-56000
1,0.32,-56000
1,0.25,-56000
1,0.34,-56000
1,0.32,-56000
1,0.35,-56000
1,0.3,-56000
1,0.32,-56000
1,0.31,-56000
1,0.34,-56000
1,0.28,-56000
1,0.28,-56000
1,0.3,-56000
1,0.33,-56000
1,0.33,-56000
1,0.3,-56000
1,0.35,-56000
1,0.32,-56000
1,0.32,-56000
1,0.34,-56000
1,0.31,-56000
1,0.29,-56000
1,0.29,-56000
1,0.33,-56000
1,0.29,-56000
1,0.3,-56000
1,0.36,-56000
1,0.32,-56000
1,0.3,-56000
1,0.3,-56000
1,0.33,-56000
1,0.32,-56000
1,0.29,-56000
1,0.33,-56000
1,0.31,-56000
1,0.22,-56000
1,0.3,-56000
1,0.3,-56000
1,0.29,-56000
1,0.3,-56000
1,0.3,-56000
1,0.32,-56000
1,0.28,-56000
1,0.3,-56000
1,0.28,-56000
1,0.27,-56000
1,0.39,-56000
1,0.19,-56000
1,0.32,-56000
1,0.35,-56000
1,0.33,-56000
1,0.31,-56000
1,0.36,-56000
1,0.33,-56000
1,0.34,-56000
1,0.28,-56000
1,0.23,-56000
1,0.32,-56000
1,0.3,-56000
1,0.28,-56000
1,0.26,-56000
1,0.27,-56000
1,0.33,-56000
1,0.31,-56000
1,0.38,-56000
1,0.32,-56000
1,0.29,-56000
1,0.25,-56000
1,0.3,-56000
1,0.27,-56000
1,0.31,-56000
1,0.29,-56000
1,0.35,-56000
1,0.32,-56000
1,0.22,-56000
1,0.31,-56000
1,0.27,-56000
1,0.3,-56000
1,0.3,-56000
1,0.25,-56000
1,0.3,-56000
1,0.28,-56000
1,0.33,-56000
1,0.38,-56000
1,0.33,-56000
1,0.3,-56000
1,0.28,-56000
1,0.24,-56000
1,0.26,-56000
1,0.35,-56000
1,0.29,-56000
1,0.3,-56000
1,0.37,-56000
1,0.32,-56000
1,0.18,-56000
1,0.35,-56000
1,0.25,-56000
1,0.32,-56000
1,0.25,-56000
1,0.25,-56000
1,0.35,-56000
1,0.35,-56000
1,0.27,-56000
1,0.25,-56000
1,0.31,-56000
1,0.29,-56000
1,0.24,-56000
1,0.34,-56000
1,0.28,-56000
1,0.3,-56000
1,0.32,-56000
1,0.3,-56000
1,0.25,-56000
1,0.31,-56000
1,0.19,-56000
1,0.26,-56000
1,0.29,-56000
1,0.3,-56000
1,0.39,-56000
1,0.34,-56000
1,0.29,-56000
1,0.35,-56000
1,0.35,-56000
1,0.29,-56000
1,0.27,-56000
1,0.36,-56000
1,0.35,-56000
1,0.24,-56000
1,0.35,-56000
1,0.35,-56000
1,0.28,-56000
1,0.33,-56000
1,0.38,-56000
1,0.22,-56000
1,0.26,-56000
1,0.3,-56000
1,0.36,-56000
1,0.31,-56000
1,0.26,-56000
1,0.27,-56000
1,0.31,-56000
1,0.35,-56000
1,0.33,-56000
1,0.37,-56000
1,0.22,-56000
1,0.31,-56000
1,0.33,-56000
1,0.27,-56000
1,0.27,-56000
1,0.32,-56000
1,0.26,-56000
1,0.21,-56000
1,0.35,-56000
1,0.33,-56000
1,0.23,-56000
1,0.26,-56000
1,0.27,-56000
1,0.26,-56000
1,0.31,-56000
1,0.35,-56000
1,0.28,-56000
1,0.36,-56000
1,0.28,-56000
1,0.27,-56000
1,0.38,-56000
1,0.31,-56000
1,0.36,-56000
1,0.3,-56000
1,0.27,-56000
1,0.39,-56000
1,0.26,-56000
1,0.3,-56000
1,0.31,-56000
1,0.28,-56000
1,0.33,-56000
1,0.31,-56000
1,0.42,-56000
1,0.28,-56000
1,0.26,-56000
1,0.25,-56000
1,0.35,-56000
1,0.24,-56000
1,0.29,-56000
1,0.27,-56000
1,0.32,-56000
1,0.28,-56000
1,0.33,-56000
1,0.28,-56000
1,0.36,-56000
1,0.32,-56000
1,0.32,-56000
1,0.38,-56000
1,0.26,-56000
1,0.31,-56000
1,0.25,-56000
1,0.39,-56000
1,0.26,-56000
1,0.34,-56000
1,0.32,-56000
1,0.3,-56000
1,0.26,-56000
1,0.29,-56000
1,0.24,-56000
1,0.33,-56000
1,0.36,-56000
1,0.35,-56000
1,0.4,-56000
1,0.3,-56000
1,0.27,-56000
1,0.24,-56000
1,0.3,-56000
1,0.27,-56000
1,0.28,-56000
1,0.22,-56000
1,0.24,-56000
1,0.28,-56000
1,0.31,-56000
1,0.34,-56000
1,0.34,-56000
1,0.31,-56000
1,0.35,-56000
1,0.31,-56000
1,0.27,-56000
1,0.29,-56000
1,0.22,-56000
1,0.25,-56000
1,0.31,-56000
1,0.38,-56000
1,0.42,-56000
1,0.31,-56000
1,0.33,-56000
1,0.31,-56000
1,0.27,-56000
1,0.18,-56000
1,0.31,-56000
1,0.21,-56000
1,0.38,-56000
1,0.31,-56000
1,0.36,-56000
1,0.15,-56000
1,0.37,-56000
1,0.32,-56000
1,0.28,-56000
1,0.33,-56000
1,0.26,-56000
1,0.32,-56000
1,0.31,-56000
1,0.28,-56000
1,0.2,-56000
1,0.3,-56000
1,0.32,-56000
1,0.23,-56000
1,0.27,-56000
1,0.28,-56000
1,0.32,-56000
1,0.26,-56000
1,0.32,-56000
1,0.4,-56000
1,0.28,-56000
1,0.32,-56000
1,0.28,-56000
1,0.29,-56000
1,0.31,-56000
1,0.24,-56000
1,0.28,-56000
1,0.31,-56000
1,0.33,-56000
1,0.25,-56000
1,0.3,-56000
1,0.2,-56000
1,0.31,-56000
1,0.33,-56000
1,0.34,-56000
1,0.28,-56000
1,0.28,-56000
1,0.35,-56000
1,0.31,-56000
1,0.21,-56000
1,0.33,-56000
1,0.32,-56000
1,0.37,-56000
1,0.3,-56000
1,0.32,-56000
1,0.25,-56000
1,0.37,-56000
1,0.25,-56000
1,0.26,-56000
1,0.3,-56000
1,0.21,-56000
1,0.33,-56000
1,0.21,-56000
1,0.32,-56000
1,0.41,-56000
1,0.25,-56000
1,0.33,-56000
1,0.37,-56000
1,0.36,-56000
1,0.33,-56000
1,0.23,-56000
1,0.27,-56000
1,0.27,-56000
1,0.28,-56000
1,0.37,-56000
1,0.31,-56000
1,0.24,-56000
1,0.34,-56000
1,0.28,-56000
1,0.2,-56000
1,0.29,-56000
1,0.29,-56000
1,0.27,-56000
1,0.28,-56000
1,0.33,-56000
1,0.23,-56000
1,0.3,-56000
1,0.34,-56000
1,0.35,-56000
1,0.26,-56000
1,0.28,-56000
1,0.33,-56000
1,0.29,-56000
1,0.38,-56000
1,0.18,-56000
1,0.33,-56000
1,0.33,-56000
1,0.32,-56000
1,0.23,-56000
1,0.24,-56000
1,0.28,-56000
1,0.31,-56000
1,0.23,-56000
1,0.25,-56000
1,0.29,-56000
1,0.3,-56000
1,0.28,-56000
1,0.28,-56000
1,0.34,-56000
1,0.25,-56000
1,0.28,-56000
1,0.33,-56000
1,0.29,-56000
1,0.37,-56000
1,0.3,-56000
1,0.26,-56000
1,0.3,-56000
1,0.29,-56000
1,0.26,-56000
1,0.35,-56000
1,0.3,-56000
1,0.26,-56000
1,0.31,-56000
1,0.34,-56000
1,0.35,-56000
1,0.33,-56000
1,0.32,-56000
1,0.35,-56000
1,0.37,-56000
1,0.31,-56000
1,0.24,-56000
1,0.33,-56000
1,0.31,-56000
1,0.34,-56000
1,0.28,-56000
1,0.3,-56000
1,0.29,-56000
1,0.3,-56000
1,0.3,-56000
1,0.29,-56000
1,0.35,-56000
1,0.35,-56000
1,0.37,-56000
1,0.29,-56000
1,0.32,-56000
1,0.37,-56000
1,0.24,-56000
1,0.31,-56000
1,0.33,-56000
1,0.37,-56000
1,0.35,-56000
1,0.39,-56000
1,0.33,-56000
1,0.37,-56000
1,0.32,-56000
1,0.34,-56000
1,0.37,-56000
1,0.31,-56000
1,0.26,-56000
1,0.28,-56000
1,0.43,-56000
1,0.4,-56000
1,0.32,-56000
1,0.35,-56000
1,0.31,-56000
1,0.31,-56000
1,0.27,-56000
1,0.24,-56000
1,0.23,-56000
1,0.27,-56000
1,0.17,-56000
1,0.25,-56000
1,0.31,-56000
1,0.25,-56000
1,0.39,-56000
1,0.34,-56000
1,0.27,-56000
1,0.41,-56000
1,0.33,-56000
1,0.33,-56000
1,0.34,-56000
1,0.32,-56000
1,0.34,-56000
1,0.3,-56000
1,0.3,-56000
1,0.28,-56000
1,0.32,-56000
1,0.33,-56000
1,0.29,-56000
1,0.26,-56000
1,0.34,-56000
1,0.28,-56000
1,0.37,-56000
1,0.28,-56000
1,0.35,-56000
1,0.34,-56000
1,0.33,-56000
1,0.29,-56000
1,0.32,-56000
1,0.2,-56000
1,0.3,-56000
1,0.31,-56000
1,0.32,-56000
1,0.29,-56000
1,0.32,-56000
1,0.33,-56000
1,0.29,-56000
1,0.31,-56000
1,0.27,-56000
1,0.26,-56000
1,0.29,-56000
1,0.32,-56000
1,0.35,-56000
1,0.34,-56000
1,0.28,-56000
1,0.29,-56000
1,0.24,-56000
1,0.27,-56000
1,0.36,-56000
1,0.24,-56000
1,0.38,-56000
1,0.27,-56000
1,0.25,-56000
1,0.35,-56000
1,0.37,-56000
1,0.24,-56000
1,0.32,-56000
1,0.22,-56000
1,0.23,-56000
1,0.33,-56000
1,0.3,-56000
1,0.35,-56000
1,0.22,-56000
1,0.22,-56000
1,0.34,-56000
1,0.33,-56000
1,0.28,-56000
1,0.34,-56000
1,0.32,-56000
1,0.24,-56000
1,0.3,-56000
1,0.33,-56000
1,0.26,-56000
1,0.23,-56000
1,0.27,-56000
1,0.25,-56000
1,0.33,-56000
1,0.29,-56000
1,0.28,-56000
1,0.26,-56000
1,0.33,-56000
1,0.27,-56000
1,0.31,-56000
1,0.28,-56000
1,0.33,-56000
1,0.35,-56000
1,0.33,-56000
1,0.35,-56000
1,0.42,-56000
1,0.23,-56000
1,0.38,-56000
1,0.33,-56000
1,0.27,-56000
1,0.28,-56000
1,0.22,-56000
1,0.3,-56000
1,0.26,-56000
1,0.34,-56000
1,0.32,-56000
1,0.34,-56000
1,0.25,-56000
1,0.33,-56000
1,0.31,-56000
1,0.27,-56000
1,0.32,-56000
1,0.35,-56000
1,0.37,-56000
1,0.38,-56000
1,0.32,-56000
1,0.27,-56000
1,0.42,-56000
1,0.26,-56000
1,0.31,-56000
1,0.4,-56000
1,0.26,-56000
1,0.37,-56000
1,0.32,-56000
1,0.31,-56000
1,0.35,-56000
1,0.27,-56000
1,0.27,-56000
1,0.29,-56000
1,0.39,-56000
1,0.26,-56000
1,0.32,-56000
1,0.32,-56000
1,0.46,-56000
1,0.32,-56000
1,0.33,-56000
1,0.22,-56000
1,0.34,-56000
1,0.32,-56000
1,0.4,-56000
1,0.35,-56000
1,0.29,-56000
1,0.37,-56000
1,0.29,-56000
1,0.32,-56000
1,0.31,-56000
1,0.31,-56000
1,0.27,-56000
1,0.28,-56000
1,0.24,-56000
1,0.4,-56000
1,0.28,-56000
1,0.22,-56000
1,0.25,-56000
1,0.31,-56000
1,0.33,-56000
1,0.39,-56000
1,0.35,-56000
1,0.27,-56000
1,0.25,-56000
1,0.33,-56000
1,0.31,-56000
1,0.23,-56000
1,0.39,-56000
1,0.31,-56000
1,0.32,-56000
1,0.29,-56000
1,0.31,-56000
1,0.27,-56000
1,0.24,-56000
1,0.27,-56000
1,0.3,-56000
1,0.28,-56000
1,0.28,-56000
1,0.29,-56000
1,0.32,-56000
1,0.27,-56000
1,0.31,-56000
1,0.33,-56000
1,0.26,-56000
1,0.28,-56000
1,0.26,-56000
1,0.18,-56000
1,0.32,-56000
1,0.29,-56000
1,0.33,-56000
1,0.31,-56000
1,0.34,-56000
1,0.36,-56000
1,0.28,-56000
1,0.31,-56000
1,0.24,-56000
1,0.37,-56000
1,0.32,-56000
1,0.26,-56000
1,0.31,-56000
1,0.34,-56000
1,0.34,-56000
1,0.34,-56000
1,0.22,-56000
1,0.25,-56000
1,0.34,-56000
1,0.31,-56000
1,0.27,-56000
1,0.29,-56000
1,0.31,-56000
1,0.28,-56000
1,0.27,-56000
1,0.27,-56000
1,0.33,-56000
1,0.34,-56000
1,0.33,-56000
1,0.21,-56000
1,0.34,-56000
1,0.33,-56000
1,0.31,-56000
1,0.24,-56000
1,0.3,-56000
1,0.33,-56000
1,0.24,-56000
1,0.32,-56000
1,0.24,-56000
1,0.32,-56000
1,0.37,-56000
1,0.23,-56000
1,0.34,-56000
1,0.35,-56000
1,0.3,-56000
1,0.3,-56000
1,0.28,-56000
1,0.33,-56000
1,0.35,-56000
1,0.31,-56000
1,0.3,-56000
1,0.23,-56000
1,0.24,-56000
1,0.33,-56000
1,0.26,-56000
1,0.27,-56000
1,0.31,-56000
1,0.34,-56000
1,0.31,-56000
1,0.29,-56000
1,0.18,-56000
1,0.26,-56000
1,0.27,-56000
1,0.29,-56000
1,0.37,-56000
1,0.33,-56000
1,0.37,-56000
1,0.31,-56000
1,0.3,-56000
1,0.28,-56000
1,0.22,-56000
1,0.33,-56000
1,0.27,-56000
1,0.23,-56000
1,0.28,-56000
1,0.26,-56000
1,0.27,-56000
1,0.34,-56000
1,0.26,-56000
1,0.3,-56000
1,0.31,-56000
1,0.25,-56000
1,0.28,-56000
1,0.28,-56000
1,0.28,-56000
1,0.35,-56000
1,0.31,-56000
1,0.37,-56000
1,0.33,-56000
1,0.29,-56000
1,0.33,-56000
1,0.25,-56000
1,0.25,-56000
1,0.34,-56000
1,0.34,-56000
1,0.24,-56000
1,0.34,-56000
1,0.24,-56000
1,0.25,-56000
1,0.35,-56000
1,0.3,-56000
1,0.28,-56000
1,0.31,-56000
1,0.26,-56000
1,0.32,-56000
1,0.31,-56000
1,0.36,-56000
1,0.37,-56000
1,0.3,-56000
1,0.31,-56000
1,0.32,-56000
1,0.19,-56000
1,0.29,-56000
1,0.32,-56000
1,0.33,-56000
1,0.3,-56000
1,0.34,-56000
1,0.28,-56000
1,0.42,-56000
1,0.25,-56000
1,0.32,-56000
1,0.27,-56000
1,0.28,-56000
1,0.35,-56000
1,0.34,-56000
1,0.28,-56000
1,0.31,-56000
1,0.34,-56000
1,0.24,-56000
1,0.28,-56000
1,0.39,-56000
1,0.32,-56000
1,0.25,-56000
1,0.28,-56000
1,0.32,-56000
1,0.2,-56000
1,0.26,-56000
1,0.28,-56000
1,0.27,-56000
1,0.33,-56000
1,0.29,-56000
1,0.34,-56000
1,0.29,-56000
1,0.34,-56000
1,0.26,-56000
1,0.35,-56000
1,0.24,-56000
1,0.38,-56000
1,0.31,-56000
1,0.36,-56000
1,0.36,-56000
1,0.36,-56000
1,0.32,-56000
1,0.32,-56000
1,0.29,-56000
1,0.29,-56000
1,0.31,-56000
1,0.34,-56000
1,0.3,-56000
1,0.22,-56000
1,0.3,-56000
1,0.32,-56000
1,0.27,-56000
1,0.38,-56000
1,0.27,-56000
1,0.37,-56000
1,0.33,-56000
1,0.24,-56000
1,0.32,-56000
1,0.29,-56000
1,0.28,-56000
1,0.41,-56000
1,0.34,-56000
1,0.23,-56000
1,0.19,-56000
1,0.31,-56000
1,0.31,-56000
1,0.28,-56000
1,0.21,-56000
1,0.21,-56000
1,0.27,-56000
1,0.26,-56000
1,0.35,-56000
1,0.32,-56000
1,0.26,-56000
1,0.4,-56000
1,0.3,-56000
1,0.32,-56000
1,0.41,-56000
1,0.3,-56000
1,0.24,-56000
1,0.28,-56000
1,0.32,-56000
1,0.26,-56000
1,0.32,-56000
1,0.26,-56000
1,0.24,-56000
1,0.31,-56000
1,0.34,-56000
1,0.31,-56000
1,0.2,-56000
1,0.25,-56000
1,0.26,-56000
1,0.25,-56000
1,0.33,-56000
1,0.37,-56000
1,0.2,-56000
1,0.31,-56000
1,0.26,-56000
1,0.26,-56000
1,0.28,-56000
1,0.23,-56000
1,0.39,-56000
1,0.29,-56000
1,0.25,-56000
1,0.3,-56000
1,0.3,-56000
1,0.31,-56000
1,0.33,-56000
1,0.31,-56000
1,0.31,-56000
1,0.41,-56000
1,0.35,-56000
1,0.31,-56000
1,0.31,-56000
1,0.31,-56000
1,0.28,-56000
